brand,stars,reviewsCount,Category,price/value
Acer,4.2,2875.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",22999.0
Redmi,3.8,4255.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6799.0
Mivi,4.1,21334.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,599.0
Lava,4.0,1796.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9999.0
Bose,4.6,26058.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,11897.0
JBL,4.3,33.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",12999.0
Marshall,4.6,1006.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,16998.0
ZEBRONICS,3.8,778.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,699.0
Titan,3.7,16.0,Electronics › Wearable Technology › Smart Watches,8995.0
Skullcandy,4.3,16024.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",15499.0
IFB,4.3,5573.0,Home & Kitchen › Large Appliances › Microwave Ovens,14490.0
amazon basics,4.9,93.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",899.0
Sonodyne,4.3,46.0,Electronics › Home Audio › Speakers › Outdoor Speakers,20999.0
Audio-Technica,4.4,837.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7790.0
Honeywell,4.0,540.0,Electronics › Home Audio › Speakers › Soundbar Speakers,8999.0
JBL,4.2,8297.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,18999.0
Samsung,4.3,1087.0,Home & Kitchen › Large Appliances › Refrigerators,17990.0
GSH,2.5,3.0,Toys & Games › Electronic Toys › Handheld Games,899.0
Westinghouse,3.8,262.0,"Electronics › Home Theater, TV & Video › Televisions › Standard Televisions",5999.0
GoWarranty,3.0,4.0,Electronics › Warranties,5100.0
Samsung,1.9,4.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,69999.0
Ultimate Ears,4.2,8540.0,Electronics › Home Audio › Speakers › Outdoor Speakers,13995.0
pTron,3.8,394.0,Electronics › Home Audio › Speakers › Soundbar Speakers,898.0
EvoFox,3.0,10.0,Video Games › Xbox Series X & S › Consoles,9999.0
BoAt,3.9,1795.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",349.0
INSTAPLAY,4.3,68.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,279.0
Titan,3.7,16.0,Electronics › Wearable Technology › Smart Watches,7995.0
KODAK,4.2,1367.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",9299.0
Muzen,4.3,1240.0,Electronics › Home Audio › Speakers › Outdoor Speakers,5499.0
WTG,3.0,87.0,Electronics › Wearable Technology › Smart Watches,660.0
VELL - TECH,3.3,2898.0,Electronics › Wearable Technology › Smart Watches,499.0
Sennheiser,3.8,4971.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",11990.0
PTron,3.5,29.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,398.0
Fire-Boltt,4.3,7703.0,Electronics › Wearable Technology › Smart Watches,2499.0
boAt,4.1,62638.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2799.0
PTron,4.2,16.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,599.0
itel,4.5,146.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9999.0
TIMEX,3.5,438.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,5995.0
Samsung,4.1,28289.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9199.0
Kingston,5.0,1.0,Computers & Accessories › Components › Memory,12999.0
amazon basics,4.0,12.0,Electronics › Home Audio › Speakers › Soundbar Speakers,699.0
Acer,3.5,10.0,Computers & Accessories › Laptops › Traditional Laptops,84990.0
Nothing,3.7,382.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,36990.0
Zealot,4.3,945.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6816.0
Vanguard,4.3,171.0,Electronics › Cameras & Photography › Accessories › Cases & Bags › Camera Backpacks,10509.0
Generic,5.0,2.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,38499.0
CodersParadise,4.4,685.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Skin Stickers › Decals,289.0
karya siddhi traders,3.7,4.0,Video Games › HandHeld Gaming,549.0
ASUS,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,99990.0
Sony,4.0,51989.0,Electronics › Electronics › Headphones › Headphones Below 999,773.0
LG,4.2,3257.0,Home & Kitchen › Large Appliances › Refrigerators,28990.0
Generic,5.0,1.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,36499.0
Sony,2.8,4.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,12739.8
Samsung,2.7,3.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,55190.0
Xbox,4.5,2049.0,Computers & Accessories › Microsoft Xbox Controllers - Aug 2023,32499.0
CARE CASE,2.2,12.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",999.0
Muzen,4.3,1240.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,5499.0
Titan,3.7,16.0,Fashion › Watches › Smartwatches & Activity tracker › BT calling,8995.0
MSI,4.0,35.0,Computers & Accessories › Laptops › Traditional Laptops,105990.0
realme,3.9,13103.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,11999.0
LetCart,2.5,4.0,Home & Kitchen › Large Appliances › Refrigerators,8448.0
JBL Professional,4.3,1884.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,12240.0
Nitho,3.7,30.0,Video Games › Nintendo Switch › Accessories › Hand Grips,467.37
Bose,4.3,142.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,38400.0
MSI,4.4,342.0,Computers & Accessories › Monitors,11528.0
Lenovo,4.2,14.0,Computers & Accessories › Laptops › Traditional Laptops,80190.0
Sony,4.0,48876.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2990.0
Logitech,4.2,16055.0,Computers & Accessories › Accessories & Peripherals › Audio & Video Accessories › Webcams & VoIP Equipment,16499.0
Dell,4.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,57900.0
ASUS,4.5,12.0,Computers & Accessories › Laptops › Traditional Laptops,40920.0
Marshall,4.3,64.0,Electronics › Home Audio › Speakers › Outdoor Speakers,59998.0
pTron,3.8,68563.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",599.0
ENHANCE,4.8,92.0,Video Games › Xbox Series X & S › Accessories › Cases & Storage › Cases,14325.0
SteelSeries,4.1,3287.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,30129.0
Samsung,2.3,3.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,54900.0
LG,4.2,1128.0,Home & Kitchen › Large Appliances › Refrigerators,23490.0
AXL,3.2,177.0,Computers & Accessories › Laptops › Traditional Laptops,14990.0
Acer,4.2,2875.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",10999.0
Sony,4.3,3388.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9527.0
Fossil,3.8,14816.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,9198.0
BoAt,4.1,173914.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",499.0
SAMSUNG,4.0,25.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,50957.0
Samsung,3.4,47.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,57990.0
VISE,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8990.0
Vu,4.5,1548.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",79999.0
ASUS,4.3,24.0,Computers & Accessories › Laptops › Traditional Laptops,94990.0
Lenovo,3.9,112.0,Computers & Accessories › Laptops › Traditional Laptops,33790.0
Sameo,2.5,9.0,Video Games › Legacy Systems,2549.0
amazon basics,4.5,124.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1099.0
Viart Creation,5.0,2.0,Toys & Games › Electronic Toys › Plug & Play Video Games,2599.0
Vivo,3.9,111.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0
SAMSUNG,4.0,25.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,47390.0
Portronics,3.7,260.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,849.0
Sony,4.3,3382.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7990.0
Oppo,4.7,16.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,59888.0
Blaupunkt,4.0,831.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,899.0
boAt,4.6,20.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8999.0
Philips Audio,3.9,36555.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",379.0
Yamaha,4.1,37.0,Electronics › Home Audio › Speakers › Subwoofers,28070.0
CouchConsole,4.2,235.0,Car & Motorbike › Car Accessories › Interior Accessories › Consoles & Organizers › Cup Holders,14521.0
Nintendo,4.5,591.0,Video Games › Nintendo Switch › Consoles,31990.0
OnePlus,4.4,12639.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,44999.0
IKALL,3.0,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7314.0
Portronics,3.7,392.0,Electronics › Home Audio › Speakers › Outdoor Speakers,5599.0
G.FIDEL,3.0,2.0,Toys & Games › Electronic Toys › Handheld Games,558.0
Samsung,4.1,229.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,154999.0
LEGO,4.9,89.0,Video Games › Legacy Systems › Xbox Systems,49899.0
Samsung,3.5,47.0,Computers & Accessories › Laptops › Traditional Laptops,138990.0
OnePlus,4.1,11823.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",24999.0
Kodak,4.1,12208.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",15999.0
OUKITEL,3.6,51.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,40500.0
Victorinox,4.6,182.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,12560.0
ASUS,4.4,242.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,34640.0
Haier,4.2,743.0,Home & Kitchen › Large Appliances › Refrigerators,20990.0
MSI,3.2,15.0,Computers & Accessories › Laptops › Traditional Laptops,569990.0
Samsung,4.1,1584.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",64990.0
SKYBALL,2.8,21.0,Electronics › Home Audio › Speakers › Tower Speakers,5499.0
HP,2.7,36.0,Computers & Accessories › Laptops › Traditional Laptops,16199.0
OnePlus,4.1,42410.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",21990.0
ASUS,5.0,2.0,Computers & Accessories › Laptops › Traditional Laptops,94990.0
Bosch,4.7,1918.0,Home & Kitchen › Large Appliances › Refrigerators,5240.0
Samsung,4.2,9813.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",30990.0
AVITA,3.5,17.0,Computers & Accessories › Laptops › Traditional Laptops,19990.0
BROTHER ZONE,3.0,4.0,Electronics › Wearable Technology › Smart Watches,7999.0
MSI,4.1,34.0,Computers & Accessories › Laptops › Traditional Laptops,83990.0
AYN,4.1,24.0,Toys & Games › Electronic Toys › Handheld Games,59769.0
pTron,3.5,29.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,398.0
YAMAHA,3.2,30.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",11682.0
Bang & Olufsen,4.4,52.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,42750.0
Fastrack,3.9,5028.0,Fashion › Watches › Smartwatches & Activity tracker › BT calling,1799.0
NV,4.0,55.0,Video Games › PlayStation 5 › Accessories › Cases & Storage › Cases,251.0
Logitech G,4.4,620.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,14995.0
KOLD FIRE,3.7,12.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,31490.0
HP,3.9,67.0,Computers & Accessories › Laptops › Traditional Laptops,60990.0
Samsung,3.8,8.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,61990.0
Acer,4.3,1018.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",14999.0
Samsung,4.2,35479.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",449.0
HP,4.1,2407.0,Computers & Accessories › Laptops › Traditional Laptops,40499.0
New World,5.0,1.0,Video Games › Legacy Systems › Nintendo Systems › Nintendo 3DS › Consoles,7999.0
UBON,4.1,1726.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,944.0
Titan,3.9,643.0,Electronics › Wearable Technology › Smart Watches,9995.0
Generic,5.0,1.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,62990.0
Samsung,4.1,1584.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",64990.0
ASUS,3.9,16.0,Computers & Accessories › Laptops › Traditional Laptops,47990.0
NextTech,3.0,1.0,Toys & Games › Electronic Toys › Plug & Play Video Games,4649.0
Dell,3.5,27.0,Computers & Accessories › Laptops › Traditional Laptops,15599.0
STEAM DECK,4.1,16.0,Computers & Accessories › Accessories & Peripherals › Hard Disk Bags,63999.0
MI,4.2,67782.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",31999.0
Dell,3.3,11.0,Computers & Accessories › Laptops › Traditional Laptops,81290.0
Voacle,4.4,205.0,Toys & Games › Electronic Toys › Plug & Play Video Games,8949.0
Sony,4.5,157.0,Electronics › Home Audio › Speakers,46438.0
HP,3.6,15.0,Computers & Accessories › Laptops › Traditional Laptops,14899.0
Lenovo,4.6,15.0,Computers & Accessories › Laptops › Traditional Laptops,17499.0
Jabra,4.7,5359.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,22557.0
FYURI,5.0,2.0,Toys & Games › Electronic Toys › Plug & Play Video Games,5400.0
VALVE,4.5,24.0,"Electronics › Laptops, Tablets & Cameras › Tablets",57990.0
TAGG,4.1,431.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1499.0
KODAK,4.1,12208.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",9000.0
Mivi,4.1,21334.0,Electronics › Home Audio › Speakers › Outdoor Speakers,599.0
boAt,4.1,276340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0
NextTech,3.4,13.0,Toys & Games › Electronic Toys › Handheld Games,1499.0
SHOKZ,4.5,16450.0,"Electronics › Headphones, Earbuds & Accessories › Headphones",13499.0
HP,3.9,20.0,Computers & Accessories › Laptops › Traditional Laptops,20000.0
pTron,3.6,280.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,498.0
X Electron,4.2,59.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",8499.0
VU,4.4,3218.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",34990.0
Hammer,3.8,1815.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2099.0
Bouncefit,2.5,685.0,Electronics › Wearable Technology › Smart Watches,489.0
HP,2.9,38.0,Computers & Accessories › Laptops › Traditional Laptops,17298.0
cubonic,5.0,1.0,Electronics › Wearable Technology › Smart Watches,5999.0
OnePlus,4.1,147667.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2299.0
BoAt,4.0,4414.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,999.0
iClever,4.4,7063.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3899.0
ZEBRONICS,3.9,1652.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1399.0
InfiRay,4.4,36.0,Electronics › Cameras & Photography › Security Cameras › Trail & Game Cameras,66071.0
Acer,4.2,315.0,Computers & Accessories › Laptops › Traditional Laptops,71990.0
Redmi,4.1,294362.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8099.0
Jabra,4.3,138.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",16999.0
BOSS,4.2,484.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13802.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3999.0
Lava,3.6,1489.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0
HP,2.8,33.0,Computers & Accessories › Laptops › Traditional Laptops,16199.0
Nu,4.5,669.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",11990.0
Sounce,4.2,1823.0,Electronics › Wearable Technology › Smart Watches & Accessories › Replacement Bands,99.0
Turet,4.0,33.0,Electronics › Wearable Technology › Smart Watches,7161.0
VW,3.9,9709.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",6599.0
Whirlpool,4.2,445.0,Home & Kitchen › Large Appliances › Microwave Ovens,10990.0
Honor,4.0,1867.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,28709.01
Sennheiser,3.9,3339.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",9990.0
Benro,4.5,3.0,Electronics › Cameras & Photography › Accessories › Tripods & Monopods › Tripod Heads,60505.0
Whirlpool,4.1,3454.0,Home & Kitchen › Large Appliances › Refrigerators,19190.0
Oraimo,3.9,78.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Open-Ear Headphones",5999.0
HP,4.2,275.0,Computers & Accessories › Laptops › Traditional Laptops,71990.0
Philips Audio,3.8,1040.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",229.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4499.0
FCS,2.6,37.0,"Electronics › Mobiles & Accessories › Mobile Accessories › Maintenance, Upkeep & Repairs › Screen Protectors",149.0
TELLUR,4.1,93.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9171.0
POGA,3.0,1.0,Video Games › Online Game Services,66999.0
PlayStation,4.4,165.0,Video Games › PlayStation 5,31305.0
Fire-Boltt,4.0,7763.0,Electronics › Wearable Technology › Smart Watches,2499.0
Huawei,4.4,5649.0,Electronics › Wearable Technology › Smart Watches,5499.0
MIFA,4.5,2850.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6899.0
Tecno,4.0,3604.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,14999.0
Fastrack,3.9,5028.0,Fashion › Watches › Smartwatches & Activity tracker › BT calling,1499.0
Crucial,4.7,1824.0,Computers & Accessories › Components › Memory,13596.0
OnePlus,4.1,42410.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",12999.0
JBL,3.9,106919.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",499.0
Haier,4.0,114.0,Home & Kitchen › Large Appliances › Refrigerators,25490.0
Sennheiser,3.7,2971.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",2587.0
Microsoft,4.1,6.0,Computers & Accessories › Laptops › Traditional Laptops,102990.0
Lenovo,4.5,2.0,Computers & Accessories › Laptops › Traditional Laptops,48990.0
2&CO,5.0,3.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,28980.0
ASUS,3.7,9.0,Computers & Accessories › Laptops › Traditional Laptops,109990.0
JBL,3.7,32925.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",3999.0
Generic,4.7,60.0,Video Games › No Cost EMI | Automated,65000.0
Marshall,3.2,2868.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",11039.0
Sonodyne,4.5,32.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,14999.0
Marshall,4.4,932.0,Electronics › Home Audio › Speakers › Outdoor Speakers,18998.0
Noise,4.1,50396.0,Electronics › Wearable Technology › Smart Watches,1399.0
JBL,4.3,15513.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9999.0
Samsung,4.1,62.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,42499.0
Tribit,4.5,1591.0,Electronics › Home Audio › Speakers › Outdoor Speakers,15081.0
LOVEJOY,5.0,4.0,Electronics › Wearable Technology › Smart Watches,449.0
Motorola,4.0,247.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,69999.0
Ambrane,3.8,1429.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",179.0
Noise,4.1,55.0,Electronics › Wearable Technology › Smart Watches,2999.0
NIXBY TOYS,1.4,3.0,Video Games › Legacy Systems › PlayStation Systems › PSP › Consoles,5499.0
CredevZone,3.5,154.0,Toys & Games › Electronic Toys › Handheld Games,13642.0
BUZZ COOL,3.2,22.0,Toys & Games › Electronic Toys › Handheld Games,899.0
Dell,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,57741.0
Nreal,3.9,30.0,"Electronics › Home Theater, TV & Video › Accessories › 3D Glasses",45999.0
Xiaomi,4.1,103782.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",499.0
Marshall,4.3,8129.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",12999.0
BlackBerry,4.1,268.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,59999.0
boAt,3.9,7782.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1399.0
boAt,4.1,391673.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0
Lenovo,3.1,635.0,Computers & Accessories › Laptops › Traditional Laptops,15747.0
Samsung,4.1,62.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,45190.0
Amazon basics,4.4,23188.0,Computers & Accessories › Accessories & Peripherals › Audio & Video Accessories › PC Speakers,379.0
Sony,4.0,2848.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",16007.0
boAt,4.2,43732.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1799.0
MARVIK,3.0,986.0,Electronics › Wearable Technology › Smart Watches,449.0
realme,4.0,610.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,18189.0
Realme,4.0,36408.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8399.0
JBL,4.4,21286.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13998.0
OnePlus,4.1,5224.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",799.0
GameSir,4.0,2848.0,Electronics › Mobiles & Accessories › Mobile Accessories › Gaming Accessories › Controllers,7299.0
Nokia,3.7,153.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0
QINIZX,4.7,75.0,Home & Kitchen › Large Appliances › Refrigerators,2166.0
Muzen,3.6,24.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,7999.0
Xiaomi,4.4,1415.0,Electronics › Wearable Technology › Smart Watches,5990.0
Marshall,4.1,238.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,17998.0
New World,3.0,37.0,Video Games › Legacy Systems › PlayStation Systems › PSP › Consoles,2728.0
Whirlpool,4.1,1880.0,Home & Kitchen › Large Appliances › Refrigerators,13970.0
ASUS,3.1,3.0,Computers & Accessories › Laptops › Traditional Laptops,86990.0
Acer,4.3,196.0,Computers & Accessories › Laptops › Traditional Laptops,179990.0
GameSir,4.3,553.0,Video Games › No Cost EMI | Automated,14299.0
Dell,4.1,4.0,Computers & Accessories › Laptops › 2 in 1 Laptops,73990.0
Marshall,4.5,3438.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,24999.0
ASUS,3.5,12.0,Computers & Accessories › Laptops › Traditional Laptops,112990.0
ZEBRONICS,3.5,39743.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",119.0
TOZO,3.8,207371.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1959.0
Halonix,3.9,412.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,875.0
PLATEFORCE,3.7,1286.0,Electronics › Wearable Technology › Smart Watches,449.0
Bang & Olufsen,4.2,37.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,75000.0
I GEAR,4.6,15.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8999.0
Nokia,3.8,472.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7499.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4444.0
ASUS,3.1,6.0,Computers & Accessories › Laptops › Traditional Laptops,104990.0
Flashfire,3.6,198.0,Video Games › PC Games › Accessories › Controllers › Steering Wheels,46784.91
ASUS,4.1,143.0,Computers & Accessories › Laptops › Traditional Laptops,63490.0
OnePlus,4.1,134155.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2299.0
SKY BUYER,3.0,58.0,Electronics › Wearable Technology › Smart Watches,499.0
HAMMER,4.2,23.0,Electronics › Wearable Technology › Smart Watches,3009.0
Sandisk,4.4,65731.0,Computers & Accessories › External Devices & Data Storage › External Solid State Drives,33059.0
Marshall,4.0,1619.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",4499.0
Razer,4.2,407.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,31358.0
Nokia,3.8,2221.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,12499.0
Hisense,4.0,1029.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",57999.0
boAt,3.9,4197.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4499.0
BoAt,3.9,7782.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1399.0
Micca,4.5,503.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,7990.0
Bang & Olufsen,4.5,1503.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,20000.0
Noise,4.1,50396.0,Electronics › Wearable Technology › Smart Watches,1498.0
Logitech,3.9,50.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",10995.0
KAAS,3.5,4.0,Video Games › Legacy Systems › Nintendo Systems,399.0
pTron,3.6,4743.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0
ASUS,3.9,80.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,9500.0
Blaupunkt,3.8,11009.0,Electronics › Home Audio › Speakers › Soundbar Speakers,1799.0
Generic,4.0,10.0,Video Games › Video Games NCEMI,3999.0
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",3999.0
EvoFox,3.9,1628.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,1424.0
Vibez,4.0,786.0,Electronics › Wearable Technology › Smart Watches,2499.0
iBOLT,5.0,15.0,"Electronics › Home Theater, TV & Video › Accessories › Projector Accessories › Projector Mounts",61215.0
Motorola,3.9,205.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,17075.0
MENEEA,4.5,92.0,Video Games › Xbox Series X & S › Accessories › Batteries & Chargers,18477.0
Philips Audio,3.9,36555.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",299.0
