brand,stars,reviewsCount,Category,price/value
Dell,3.7,131.0,Computers & Accessories › Laptops › Traditional Laptops,48990.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones",2899.0
NextTech,2.7,3.0,Toys & Games › Electronic Toys › Handheld Games,539.0
ZEBRONICS,4.0,24.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",999.0
New World,3.3,191.0,Video Games › HandHeld Gaming,939.0
Dell,5.0,1.0,Computers & Accessories › Laptops › Traditional Laptops,50990.0
Raptas,5.0,2.0,Electronics › Mobiles & Accessories › Mobile Accessories › Photo & Video Accessories › Handheld Gimbals & Stabilisers,9095.0
Generic,3.5,2.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,40990.0
Haier,4.0,174.0,Home & Kitchen › Large Appliances › Refrigerators,12490.0
Hisense,4.2,1246.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",37990.0
TOSHIBA,4.1,2787.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",16990.0
Krisons,3.3,72.0,Electronics › Home Audio › Speakers › Tower Speakers,1599.0
Sony,4.7,393.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",59840.0
IKALL,2.4,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6798.0
Tronsmart,4.4,569.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,23299.0
Samsung,3.9,146.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",18900.0
BoAt,3.9,7782.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1499.0
Razer,4.1,61.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,11799.0
Samsung,3.2,7.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,42999.0
DREAMHAX,4.1,187.0,Toys & Games › Electronic Toys › Plug & Play Video Games,10819.09
HP,3.6,319.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2004.0
samsung,4.4,17.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,59380.0
Samsung,4.3,78.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,58990.0
realme,3.9,8008.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9999.0
JBL,4.4,2320.0,Electronics › Home Audio › Speakers › Outdoor Speakers,17998.0
SHOKZ,4.5,686.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Open-Ear Headphones",17999.0
JBL,4.4,32018.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,7299.0
KODAK,3.9,1734.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",18999.0
boAt,3.9,101058.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",999.0
Nokia,3.2,88.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6799.0
Generic,2.2,11.0,Video Games › Video Games NCEMI,999.0
SAMSUNG,4.0,25.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,51999.0
IKALL,2.9,10.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8599.0
Samsung,4.0,16926.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,13990.0
Hitage,5.0,1.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",165.0
10WeRun,3.7,1750.0,Electronics › Wearable Technology › Smart Watches,399.0
BoAt,4.1,4543.0,Electronics › Home Audio › Speakers › Outdoor Speakers,1799.0
Tropicool,3.5,768.0,Home & Kitchen › Home & kitchen | Prime shopping days › Affinity ASINs | 263 › 1,4949.0
Kennkari,4.2,113.0,Home & Kitchen › Furniture › Living Room Furniture › TV & Entertainment Units,8000.0
Samsung,4.6,226.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,69999.0
Tecno,3.8,155.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,54999.0
LG Electronics India Pvt. Ltd,4.3,1660.0,Home & Kitchen › Large Appliances › Refrigerators,16290.0
Tecno,4.0,436.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,69999.0
Philips Audio,4.0,23033.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,7140.0
HP,4.6,17.0,Computers & Accessories › Laptops › Traditional Laptops,79990.0
video game,3.2,3.0,Video Games › HandHeld Gaming,536.0
iQOO,4.3,1122.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,42999.0
Aroma,3.8,157.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,488.0
LG,4.4,2919.0,Home & Kitchen › Large Appliances › Microwave Ovens › Combination Convection & Microwave,12190.0
Samsung,4.1,28289.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9499.0
Sonodyne,4.5,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,14999.0
Oraimo,4.1,282.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Open-Ear Headphones",5699.0
realme,3.4,20.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,32700.0
LG,4.3,1468.0,Home & Kitchen › Large Appliances › Refrigerators,20990.0
boAt,4.0,20902.0,Electronics › Home Audio › Speakers › Outdoor Speakers,1099.0
MICROMINI,4.6,3.0,Video Games › Online Game Services,6899.0
MI,4.2,67782.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",42999.0
Sennheiser,4.0,3340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",12990.0
Sony,4.1,570.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,12988.0
Philips Audio,3.9,649.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",1508.0
Portronics,3.9,1237.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",199.0
Riviera THE BRAND OF NEW ERA,3.9,21.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",89.0
PSS,2.9,2.0,Toys & Games › Prime Day › Games and puzzles: 25%-50% off,4990.0
Sony,3.8,498.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13990.0
Sennheiser Professional Audio,4.5,1718.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",10325.0
Acer,4.2,2875.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",30999.0
Infinity,3.8,66682.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",799.0
Marshall,4.5,254.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,31999.0
BoAt,2.5,3.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",799.0
HP,2.8,29.0,Computers & Accessories › Laptops › Traditional Laptops,15999.0
OnePlus,4.1,134154.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1999.0
Sennheiser,4.1,959.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",15990.0
JBL,4.5,284.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,19999.0
Samsung,4.2,11926.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",13990.0
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",5999.0
OneAssist Live Uninterrupted,4.0,6183.0,Electronics › Warranties,129.0
MICROMINI,3.2,5.0,Video Games › Online Game Services,6980.0
Sony,4.1,433.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,4487.0
ZEBRONICS,4.1,2969.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,3999.0
FIFINE,4.5,274.0,Musical Instruments › Microphones › Dynamic,5650.0
Sonodyne,4.3,46.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,20999.0
Devialet,4.2,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,175000.0
New World,2.0,1.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,5499.0
GSH,3.8,265.0,"Video Games › Starting ₹3,000 | Escape into the world of gaming",5899.0
boAt,3.9,4197.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3999.0
Marshall,4.4,932.0,Electronics › Home Audio › Speakers › Outdoor Speakers,18998.0
realme,4.1,894.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,15099.0
IKALL,1.5,2.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6798.0
GSH,3.7,23.0,Toys & Games › Electronic Toys › Plug & Play Video Games,5948.0
amazon basics,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",379.0
Sony,4.2,7160.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",3990.0
Philips Audio,3.2,19.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,7199.0
Fire-Boltt,4.1,41186.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,1499.0
HP,3.6,47.0,Computers & Accessories › Laptops › Traditional Laptops,38990.0
amazon basics,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",429.0
TCL,4.0,863.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",39990.0
ASUS,4.0,523.0,Computers & Accessories › Laptops › Traditional Laptops,36990.0
JBL,3.8,1364.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",3499.0
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6999.0
ViewSonic,4.1,4933.0,Computers & Accessories › Monitors,15899.0
Fire-Boltt,4.2,127204.0,Fashion › Onam 2021 › Watches and fashion jewellery › Watches top brands,1349.0
boAt,4.1,171504.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",999.0
pTron,3.0,21.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,817.0
Nokia,3.2,88.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7099.0
SAMSUNG,4.4,29.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,116999.0
boAt,4.1,109460.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",1699.0
Acer,4.3,13388.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",10999.0
Artis,4.3,48.0,Computers & Accessories › Accessories & Peripherals › Uninterrupted Power Supplies,8499.0
ZEBRONICS,4.0,259.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,3299.0
OnePlus,2.4,10.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,32999.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2899.0
TOZO,4.4,724.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",13850.0
AOKZOE,4.0,3.0,Video Games › Nintendo Switch › Consoles,105999.0
Generic,3.0,5.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,34499.0
Redmi,5.0,2.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,32985.0
amazon basics,3.9,1077.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0
AOKZOE,1.0,1.0,Video Games › Nintendo Switch › Consoles,98999.0
ZEBRONICS,3.2,11.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1799.0
beyerdynamic,4.5,2485.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",11762.0
CrossBeats,3.9,817.0,Electronics › Home Audio › Speakers › Soundbar Speakers,1599.0
Generic,2.6,12.0,"Video Games › Starting ₹3,000 | Escape into the world of gaming",2270.0
Infinity,4.1,33174.0,Electronics › Home Audio › Speakers › Outdoor Speakers,897.0
OnePlus,4.1,11823.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",31999.0
Sony,4.8,19007.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",52990.0
Sony,4.3,3388.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7990.0
MI,4.2,67782.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",30490.0
Blue Star,1.0,1.0,Home & Kitchen › Large Appliances › Refrigerators,8649.0
Samsung,4.1,312.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,27499.0
Samsung,3.9,33.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,19390.0
LG,4.3,3836.0,Computers & Accessories › Monitors,33099.0
Acer,4.0,29.0,Computers & Accessories › Laptops › Traditional Laptops,29499.0
Yamaha,4.1,131.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,16533.0
JBL,4.3,692.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,12999.0
VIMZEE PREMIUM,1.0,1.0,Video Games › Legacy Systems,1799.0
IKALL,4.2,2.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6798.0
NEXTTECH,2.8,9.0,Toys & Games › Electronic Toys › Handheld Games,999.0
Amera,3.2,10.0,Electronics › Wearable Technology › Smart Watches,728.0
Dyanora,3.9,234.0,"Electronics › Home Theater, TV & Video › Televisions › Standard Televisions",7499.0
Dell,3.2,21.0,Computers & Accessories › Laptops › Traditional Laptops,94900.0
BlackBerry,3.6,201.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,22600.0
Honeywell,4.5,2120.0,Computers & Accessories › Accessories & Peripherals › Cables & Accessories › Cables › Ethernet Cables,849.0
Nokia,3.6,442.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8999.0
New World,3.2,1271.0,Video Games › Prime Day Coupons | Video Games,729.0
IFB,4.3,5040.0,Home & Kitchen › Large Appliances › Microwave Ovens › Combination Convection & Microwave,10790.0
LS LAPSTER Quality Assured,3.4,2356.0,Electronics › Wearable Technology › Smart Watches & Accessories › Charging Docks,149.0
RIITEK,4.7,7.0,Computers & Accessories › Monitors,19990.0
Itel,3.7,1144.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8699.0
VASAGLE,4.6,1925.0,Home & Kitchen › Furniture › Living Room Furniture › TV & Entertainment Units,61152.97
Lenovo,4.0,63.0,Computers & Accessories › Laptops › Traditional Laptops,36990.0
Whirlpool,3.0,2.0,Home & Kitchen › Large Appliances › Refrigerators,15490.0
Crown,3.9,3.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",8300.0
Skullcandy,4.2,411.0,Video Games › PlayStation 4 › Accessories › Headsets,8277.0
Marshall,4.5,254.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,31999.0
Beats,4.6,12868.0,Electronics › Apple › Beats › Beats Headphones,19900.0
Drumstone,2.8,3.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3999.0
boAt,4.0,32257.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0
JBL,4.2,8297.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,13515.0
realme,4.1,5937.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,19999.0
MI,4.2,67782.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",29999.0
Bang & Olufsen,4.4,3029.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,20998.0
Marshall,4.1,1693.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",19999.0
Dell,3.6,8.0,Computers & Accessories › Laptops › 2 in 1 Laptops,99490.0
Dell,3.6,475.0,Computers & Accessories › Laptops › Traditional Laptops,47990.0
pTron,3.7,293.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,498.0
2&CO,5.0,1.0,Video Games › Nintendo Switch › Consoles,59990.0
LG,4.0,1250.0,Electronics › Home Audio › Speakers › Soundbar Speakers,8988.0
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9499.0
CredevZone,4.4,272.0,Toys & Games › Electronic Toys › Plug & Play Video Games,13239.0
Dell,4.3,9794.0,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Docking Stations,10499.0
Viart Creation,3.1,40.0,Toys & Games › Electronic Toys › Plug & Play Video Games,2599.0
iClever,4.4,7063.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2899.0
realme,3.9,640.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,10049.0
Bose,4.6,688.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,20597.0
Bang & Olufsen,4.5,1503.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,17998.0
JCHPINE,4.4,105.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Joysticks,7461.0
Muzen,4.1,59.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,6499.0
Lenovo,4.4,5037.0,Computers & Accessories › Laptops › Traditional Laptops,18990.0
Sounce,3.9,8019.0,Electronics › Wearable Technology › Smart Watches & Accessories › Cables,149.0
ZEBRONICS,3.7,143.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,999.0
LG,3.8,5.0,Home & Kitchen › Large Appliances › Refrigerators,1399.0
New World,2.8,39.0,Toys & Games › Electronic Toys › Plug & Play Video Games,3399.0
Lapras,5.0,2.0,Toys & Games › Electronic Toys › Handheld Games,915.0
Sennheiser,3.9,1204.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",10444.0
Titan,3.9,643.0,Electronics › Wearable Technology › Smart Watches,8995.0
ZEBRONICS,3.8,1433.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",399.0
Anker,4.5,4316.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,9999.0
JBL,4.1,3447.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",5999.0
BUYFLUX,5.0,1.0,"Electronics › Home Theater, TV & Video › Accessories › Cables › HDMI Cables",499.0
ASUS,4.1,43.0,Computers & Accessories › Networking Devices › Routers,66156.0
iQOO,4.3,7769.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,23999.0
JBL,4.0,438.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",19999.0
Sennheiser Professional Audio,4.5,1719.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",10325.0
ZEBRONICS,3.8,67048.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",699.0
Karbonn,3.7,11.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",18490.0
Polk Audio,4.7,825.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,20400.0
IKALL,3.0,5.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7799.0
Generic,5.0,2.0,Home & Kitchen › Large Appliances › Refrigerators,549.0
VU,4.4,3218.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",29990.0
Meyaar,4.1,45.0,"Electronics › Headphones, Earbuds & Accessories › Cases",399.0
Lenovo,3.8,182.0,Computers & Accessories › Laptops › Traditional Laptops,23980.0
Redmi,3.8,4255.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6299.0
Sony,4.0,9736.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,2988.0
VGRASSP,3.2,170.0,Toys & Games › Electronic Toys › Handheld Games,861.0
Samsung,4.5,2.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",115000.0
Skullcandy,4.0,5856.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7499.0
Marshall,4.6,48.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,41999.0
BoAt,4.3,42639.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,2699.0
Lapras,4.6,4.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Joysticks,919.0
boAt,4.1,109460.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",1958.0
BoAt,4.1,276340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",499.0
Samsung,3.9,12723.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6499.0
Alto Professional,3.0,1.0,Musical Instruments › PA & Stage › Speakers,20900.0
V-SKY,5.0,4.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",7499.0
ZEBRONICS,3.5,44032.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",149.0
Samsung,4.5,76.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,64999.0
boAt,4.1,276340.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",699.0
ZEBRONICS,4.0,174.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,2999.0
Amazfit,4.0,2803.0,Electronics › Wearable Technology › Smart Watches,7999.0
iQOO,4.3,3459.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,33999.0
Vibez,4.0,786.0,Fashion › Watches › Smartwatches & Activity tracker › Amoled,3199.0
SHOKZ,4.5,2637.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",17999.0
Sony,3.9,22542.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",12199.0
Sennheiser,4.1,3581.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4490.0
Samsung,4.1,62.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,43990.0
XIAOMI,3.1,24.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,31999.0
Realme,4.3,162937.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",599.0
Cultsport,4.3,663.0,Electronics › Wearable Technology › Smart Watches,3499.0
JBL,4.4,8896.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,4279.0
Dell,4.3,10.0,Computers & Accessories › Laptops › 2 in 1 Laptops,79490.0
Portronics,3.6,286.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,649.0
GSH,5.0,2.0,Toys & Games › Electronic Toys › Handheld Games,7799.0
Jabra,4.4,273.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,41580.0
JBL,4.6,9.0,Electronics › Home Audio › Speakers › Ceiling & In Wall Speakers,17999.0
PSS,5.0,4.0,Video Games › Gaming Headsets,2890.0
Bose,4.6,40587.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8697.0
ZEBRONICS,2.6,4.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,799.0
Fossil,3.8,1889.0,Fashion › Watches › Smartwatches & Activity tracker › Smartwatches,9598.0
ASUS,4.6,3.0,Computers & Accessories › Laptops › Traditional Laptops,73990.0
Marshall,4.7,181.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,31999.0
TMG Store,3.7,15.0,Toys & Games › Electronic Toys › Handheld Games,999.0
HP,3.2,26.0,Computers & Accessories › Laptops › Traditional Laptops,18990.0
MICROMINI,2.0,1.0,Video Games › Online Game Services,12499.0
Generic,2.5,3.0,Video Games › Video Games NCEMI,1699.0
pTron,3.6,32.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,898.0
Tecno,3.3,14.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,59498.0
Samsung,4.3,1773.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,44999.0
Whirlpool,4.2,5289.0,Home & Kitchen › Large Appliances › Refrigerators,13990.0
Tribit,4.4,2580.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,8199.0
GSH,4.0,165.0,Toys & Games › Electronic Toys › Plug & Play Video Games,7396.0
Acer,4.3,4807.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",33999.0
Samsung,4.2,689.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,52900.0
BoAt,4.1,171504.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",1099.0
BenQ,4.5,12.0,Electronics › BenQ new launch,359291.0
JBL,3.8,46326.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",2899.0
GSH,4.0,494.0,Toys & Games › Electronic Toys › Plug & Play Video Games,2299.0
Sony,4.1,570.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,14988.0
Noise,4.0,13308.0,Electronics › Wearable Technology › Smart Watches,1498.0
boAt,4.0,4414.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,899.0
VW,4.1,2511.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",12999.0
ASUS,3.7,79.0,Computers & Accessories › Monitors,179999.0
Sony,4.2,8903.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",2099.0
Crucial,4.5,49588.0,Computers & Accessories › Components › Memory,15500.0
Artis,2.0,1.0,Electronics › Home Audio › Speakers › Outdoor Speakers,10999.0
Samsung,3.9,12723.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7499.0
Samsung,4.1,229.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,99999.0
Fire-Boltt,4.2,14820.0,Electronics › Wearable Technology › Smart Watches,3999.0
Lenovo,3.8,80.0,Computers & Accessories › Laptops › Traditional Laptops,16199.0
ASUS,5.0,4.0,Computers & Accessories › Laptops › Traditional Laptops,80490.0
MARVIK,3.9,62.0,Electronics › Wearable Technology › Smart Watches,449.0
realme,3.9,8008.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,7999.0
Avolusion,4.4,385.0,Video Games › PlayStation 4 › Consoles,26204.0
soundcore,4.1,62881.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",4499.0
LG,4.0,11.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",17171.0
Edifier,4.4,6049.0,Electronics › Home Audio › Speakers › Bookshelf Speakers,10451.0
OnePlus,2.8,8.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,44999.0
CLAW,3.5,2523.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,1990.0
Bang & Olufsen,4.4,52.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,42299.0
ULTIMUS,1.7,9.0,Computers & Accessories › Laptops › Traditional Laptops,17990.0
ZEBRONICS,3.8,13173.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,699.0
IKALL,3.0,4.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6798.0
Generic,5.0,1.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,38999.0
ZEBRONICS,3.7,1161.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",699.0
Redmi,3.9,8491.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,8499.0
CredevZone,3.5,25.0,Toys & Games › Electronic Toys › Handheld Games,10813.0
ASUS,3.4,12.0,Computers & Accessories › Laptops › Traditional Laptops,84990.0
ASUS,4.0,523.0,Computers & Accessories › Laptops › Traditional Laptops,40990.0
HP,4.1,2149.0,Computers & Accessories › Laptops › Traditional Laptops,50990.0
AYL,4.3,17.0,Electronics › Wearable Technology › Smart Watches,399.0
FUTOPIA,2.7,13.0,Computers & Accessories › Laptops › Traditional Laptops,11990.0
beyerdynamic,4.6,13408.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",13855.0
ZEBRONICS,3.8,4510.0,Electronics › Home Audio › Speakers › Soundbar Speakers,699.0
Harman Kardon,4.6,142.0,Electronics › Home Audio › Speakers › Outdoor Speakers,16299.0
